# docId	iri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	gene	geneOmim	disease	omim	mondo	consensusAssertion	status-assertion	status-overall	status-stg1
AC1019	/AC1019	Tue Jan 12 00:00:00 UTC 2021	Mon, 09 Aug 2021 20:18:54 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1019	1.0.0	SLC26A4	605646	Pendred syndrome	274600	0010134	N/A - Insufficient evidence: expert review	Complete	Released	Complete
AC112	/AC112	Tue Jan 24 00:00:00 UTC 2017	Wed, 23 Dec 2020 18:50:50 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC112	1.2.1	OTC	300461	Ornithine Transcarbamylase Deficiency	311250	0010703	Assertion Pending	Complete	Released	Complete
AC091	/AC091	Mon Oct 17 00:00:00 UTC 2016	Sat, 02 May 2020 03:35:24 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC091	1.2.1	MET	164860	Familial papillary renal cell carcinoma 1	605074	0017884	Assertion Pending	Incomplete	Released	Incomplete
AC012	/AC012	Mon Feb 25 00:00:00 UTC 2019	Mon, 18 Oct 2021 17:08:51 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC012	1.0.3	RPE65	180069	Biallelic RPE65 Mutation-Associated Retinal Dystrophy	204100	0008765	Strong Actionability	Complete	Released	Complete
AC012	/AC012	Mon Feb 25 00:00:00 UTC 2019	Mon, 18 Oct 2021 17:08:51 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC012	1.0.3	RPE65	180069	Biallelic RPE65 Mutation-Associated Retinal Dystrophy	613794	0013425	Strong Actionability	Complete	Released	Complete
AC146	/AC146	Mon Sep 11 00:00:00 UTC 2017	Mon, 27 Apr 2020 21:18:34 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC146	1.2.2	BMPR2	600799	Primary pulmonary hypertension 1	178600	0024533	Assertion Pending	Incomplete	Released	Complete
AC153	/AC153	Thu Jul 19 00:00:00 UTC 2018	Wed, 22 Apr 2020 19:57:05 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC153	1.2.1	F11	264900	Factor XI Deficiency	612416	0012897	Assertion Pending	Incomplete	Released	Complete
AC097	/AC097	Wed Apr 20 00:00:00 UTC 2016	Wed, 29 Apr 2020 18:14:30 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC097	1.2.2	CBS	613381	Homocystinuria due to Cystathionine Beta-Synthase Deficiency	236200	0009352	Assertion Pending	Incomplete	Released	Complete
AC026	/AC026	Tue Jul 21 00:00:00 UTC 2015	Wed, 29 Apr 2020 21:06:33 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC026	1.1.2	TSC1	191100	Tuberous Sclerosis Complex (TSC)	191100	0001734	Assertion Pending	Incomplete	Released	Complete
AC026	/AC026	Tue Jul 21 00:00:00 UTC 2015	Wed, 29 Apr 2020 21:06:33 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC026	1.1.2	TSC2	613254	Tuberous Sclerosis Complex (TSC)	613254	0001734	Assertion Pending	Incomplete	Released	Complete
AC048	/AC048	Tue Oct 01 00:00:00 UTC 2019	Thu, 06 May 2021 18:00:32 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC048	3.0.4	APC	611731	Familial Adenomatous Polyposis	175100	0021057	Strong Actionability	Complete	Released	Complete
AC118	/AC118	Tue Dec 13 00:00:00 UTC 2016	Mon, 27 Apr 2020 21:16:44 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC118	1.2.1	SLC25A13	603859	Adult‑onset type II citrullinemia	603471	0016603	Assertion Pending	Incomplete	Released	Complete
AC136	/AC136	Fri Mar 17 00:00:00 UTC 2017	Wed, 08 Apr 2020 18:59:41 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC136	1.1.1	BRIP1	605882	Ovarian cancer	114480	0016248	Assertion Pending	Incomplete	Released	Complete
AC136	/AC136	Fri Mar 17 00:00:00 UTC 2017	Wed, 08 Apr 2020 18:59:41 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC136	1.1.1	RAD51C	602774	Ovarian cancer	613399	0016248	Assertion Pending	Incomplete	Released	Complete
AC136	/AC136	Fri Mar 17 00:00:00 UTC 2017	Wed, 08 Apr 2020 18:59:41 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC136	1.1.1	RAD51D	602954	Ovarian cancer	614291	0016248	Assertion Pending	Incomplete	Released	Complete
AC063	/AC063	Tue May 13 00:00:00 UTC 2014	Sat, 02 May 2020 03:48:29 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC063	2.2.1	PMP22	601097	Hereditary Neuropathy with Liability to Pressure Palsies	162500	0008087	Assertion Pending	Incomplete	Released	Complete
AC128	/AC128	Tue Apr 04 00:00:00 UTC 2017	Sat, 02 May 2020 00:56:59 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC128	1.2.1	GCH1	600225	Dopa-Responsive Dystonia	128230	0007495	Assertion Pending	Incomplete	Released	Incomplete
AC041	/AC041	Wed Mar 30 00:00:00 UTC 2016	Sat, 02 May 2020 03:52:18 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC041	1.2.1	FLCN	607273	Birt-Hogg-Dubé syndrome	135150	0007607	Assertion Pending	Incomplete	Released	Complete
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:15:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC039	2.0.1	DSC2	125645	Arrhythmogenic Right Ventricular Dysplasia	610476	0012506	Moderate Actionability	Complete	Released	Complete
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:15:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC039	2.0.1	DSG2	125671	Arrhythmogenic Right Ventricular Dysplasia	610193	0012434	Moderate Actionability	Complete	Released	Complete
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:15:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC039	2.0.1	DSP	125647	Arrhythmogenic Right Ventricular Dysplasia	607450	0011831	Moderate Actionability	Complete	Released	Complete
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:15:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC039	2.0.1	JUP	173325	Arrhythmogenic Right Ventricular Dysplasia	611528	0012684	Moderate Actionability	Complete	Released	Complete
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:15:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC039	2.0.1	PKP2	602861	Arrhythmogenic Right Ventricular Dysplasia	609040	0012180	Moderate Actionability	Complete	Released	Complete
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:15:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC039	2.0.1	TMEM43	612048	Arrhythmogenic Right Ventricular Dysplasia	604400	0011459	Moderate Actionability	Complete	Released	Complete
AC108	/AC108	Tue Sep 19 00:00:00 UTC 2017	Mon, 27 Apr 2020 21:22:12 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC108	2.2.1	PALB2	610355	PALB2-related cancers	114480	0016419	Assertion Pending	Incomplete	Released	Complete
AC103	/AC103	Tue Jun 04 00:00:00 UTC 2019	Thu, 19 Aug 2021 16:26:05 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC103	1.1.3	CDH1	192090	Hereditary Diffuse Gastric Cancer	114480	0016419	Assertion Pending	Complete	Released	Complete
AC103	/AC103	Tue Jun 04 00:00:00 UTC 2019	Thu, 19 Aug 2021 16:26:05 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC103	1.1.3	CDH1	192090	Hereditary Diffuse Gastric Cancer	137215	0007648	Assertion Pending	Complete	Released	Complete
AC087	/AC087	Wed Sep 28 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:47:55 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC087	1.2.1	PTCH1	601309	Basal Cell Nevus Syndrome (BCNS)	109400	0007187	Assertion Pending	Incomplete	Released	Incomplete
AC001	/AC001	Mon Apr 30 00:00:00 UTC 2018	Fri, 17 Sep 2021 16:42:50 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC001	1.0.1	RB1	614041	Retinoblastoma	180200	0008380	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC1001	/AC1001	Mon Dec 17 00:00:00 UTC 2018	Wed, 19 Aug 2020 22:40:33 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1001	1.1.2	IDS	300823	Mucopolysaccharidosis Type II	309900	0010674	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC040	/AC040	Thu Oct 10 00:00:00 UTC 2019	Mon, 29 Mar 2021 21:52:57 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC040	2.0.1	SCN5A	600163	Brugada Syndrome	601144	0011001	Strong Actionability	Complete	Released	Complete
AC081	/AC081	Wed Mar 06 00:00:00 UTC 2019	Wed, 29 Apr 2020 19:56:58 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC081	2.1.2	RET	164761	Multiple Endocrine Neoplasia Type IIB	162300	0008082	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC126	/AC126	Wed Mar 08 00:00:00 UTC 2017	Wed, 19 Aug 2020 19:09:08 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC126	1.2.2	ACADVL	609575	Very Long Chain Actyl-CoA Dehydrogenase Deficiency (ACADVLD)	201475	0008723	Assertion Pending	Incomplete	Released	Incomplete
AC133	/AC133	Tue Jan 28 00:00:00 UTC 2014	Wed, 19 Aug 2020 19:16:32 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC133	1.1.3	BRCA1	113705	Hereditary Breast and Ovarian Cancer	604370	0011450	Assertion Pending	Incomplete	Released	Complete
AC133	/AC133	Tue Jan 28 00:00:00 UTC 2014	Wed, 19 Aug 2020 19:16:32 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC133	1.1.3	BRCA2	600185	Hereditary Breast and Ovarian Cancer	612555	0012933	Assertion Pending	Incomplete	Released	Complete
AC149	/AC149	Fri Nov 10 00:00:00 UTC 2017	Wed, 22 Apr 2020 19:35:49 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC149	1.3.1	F5	612309	F5: Factor V deficiency (AR)	227400	0009210	Assertion Pending	Incomplete	Released	Complete
AC037	/AC037	Mon Nov 05 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:19:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC037	2.1.2	DNAJB11	611341	Autosomal Dominant Polycystic Kidney Disease	618061	0004691	Moderate Actionability	Complete	Released	Complete
AC037	/AC037	Mon Nov 05 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:19:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC037	2.1.2	GANAB	104160	Autosomal Dominant Polycystic Kidney Disease	600666	0004691	Moderate Actionability	Complete	Released	Complete
AC037	/AC037	Mon Nov 05 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:19:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC037	2.1.2	PKD1	601313	Autosomal Dominant Polycystic Kidney Disease	173900	0004691	Moderate Actionability	Complete	Released	Complete
AC037	/AC037	Mon Nov 05 00:00:00 UTC 2018	Mon, 15 Nov 2021 23:19:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC037	2.1.2	PKD2	173910	Autosomal Dominant Polycystic Kidney Disease	613095	0004691	Moderate Actionability	Complete	Released	Complete
AC105	/AC105	Mon Apr 04 00:00:00 UTC 2016	Tue, 28 Apr 2020 23:22:39 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC105	1.3.1	F5	612309	Factor V Leiden, Homozygous (also includes  compound heterozygous FVL + prothrombin G20210A)	188055	0008560	Assertion Pending	Incomplete	Released	Complete
AC151	/AC151	Wed May 09 00:00:00 UTC 2018	Wed, 22 Apr 2020 19:30:29 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC151	1.2.2	CYP21A2	613815	Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency	201910	0023601	Assertion Pending	Incomplete	Released	Complete
AC156	/AC156	Wed Oct 03 00:00:00 UTC 2018	Wed, 29 Apr 2020 21:21:48 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC156	1.2.1	HGD	607474	Alkaptonuria	203500	0008753	Assertion Pending	Incomplete	Released	Complete
AC077	/AC077	Thu Jun 04 00:00:00 UTC 2015	Mon, 04 Oct 2021 20:06:34 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC077	2.2.3	MEN1	613733	Multiple Endocrine Neoplasia Type I	131100	0007540	Strong Actionability	Complete	Released	Complete
AC069	/AC069	Wed Feb 11 00:00:00 UTC 2015	Wed, 22 Apr 2020 20:44:42 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC069	1.1.2	EPCAM	185535	Lynch Syndrome	613244	0013196	Assertion Pending	Incomplete	Released	Complete
AC069	/AC069	Wed Feb 11 00:00:00 UTC 2015	Wed, 22 Apr 2020 20:44:42 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC069	1.1.2	MLH1	120436	Lynch Syndrome	609310	0012249	Assertion Pending	Incomplete	Released	Complete
AC069	/AC069	Wed Feb 11 00:00:00 UTC 2015	Wed, 22 Apr 2020 20:44:42 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC069	1.1.2	MSH2	609309	Lynch Syndrome	120435	0007356	Assertion Pending	Incomplete	Released	Complete
AC069	/AC069	Wed Feb 11 00:00:00 UTC 2015	Wed, 22 Apr 2020 20:44:42 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC069	1.1.2	MSH6	600678	Lynch Syndrome	614350	0013710	Assertion Pending	Incomplete	Released	Complete
AC069	/AC069	Wed Feb 11 00:00:00 UTC 2015	Wed, 22 Apr 2020 20:44:42 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC069	1.1.2	PMS2	600259	Lynch Syndrome	614337	0013699	Assertion Pending	Incomplete	Released	Complete
AC116	/AC116	Tue Apr 04 00:00:00 UTC 2017	Thu, 16 Sep 2021 21:24:12 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC116	1.1.2	CCM2	607929	Cerebral cavernous malformations 1, 2, and 3	603284	0000820	Assertion Pending	Complete	Released	Complete
AC116	/AC116	Tue Apr 04 00:00:00 UTC 2017	Thu, 16 Sep 2021 21:24:12 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC116	1.1.2	KRIT1	604214	Cerebral cavernous malformations 1, 2, and 3	116860	0000820	Assertion Pending	Complete	Released	Complete
AC116	/AC116	Tue Apr 04 00:00:00 UTC 2017	Thu, 16 Sep 2021 21:24:12 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC116	1.1.2	PDCD10	609118	Cerebral cavernous malformations 1, 2, and 3	603285	0000820	Assertion Pending	Complete	Released	Complete
AC003	/AC003	NA	Wed, 15 Sep 2021 23:30:09 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC003	1.0.0	WT1	607102	Wilms tumor	194070	0008679	N/A - Insufficient evidence: early rule-out	Incomplete	Released	Failed
AC119	/AC119	Thu Dec 29 00:00:00 UTC 2016	Wed, 19 Aug 2020 19:23:53 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC119	1.2.1	CDC73	607393	Hyperparathyroidism 2 - HPRT2	145000	0007768	Assertion Pending	Incomplete	Released	Incomplete
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Wed, 29 Apr 2020 23:28:32 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC002	1.0.0	DICER1	606241	DICER1-Related Disorders	138800	0017288	Assertion Pending	Incomplete	Released	Complete
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Wed, 29 Apr 2020 23:28:32 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC002	1.0.0	DICER1	606241	DICER1-Related Disorders	180295	0017288	Assertion Pending	Incomplete	Released	Complete
AC002	/AC002	Wed May 29 00:00:00 UTC 2019	Wed, 29 Apr 2020 23:28:32 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC002	1.0.0	DICER1	606241	DICER1-Related Disorders	601200	0017288	Assertion Pending	Incomplete	Released	Complete
AC057	/AC057	Tue May 08 00:00:00 UTC 2018	Mon, 07 Jun 2021 22:03:10 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC057	3.0.1	APOB	107730	Heterozygous Familial Hypercholesterolemia	144010	0007751	Definitive Actionability	Complete	Released	Complete
AC057	/AC057	Tue May 08 00:00:00 UTC 2018	Mon, 07 Jun 2021 22:03:10 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC057	3.0.1	LDLR	606945	Heterozygous Familial Hypercholesterolemia	143890	0007750	Definitive Actionability	Complete	Released	Complete
AC057	/AC057	Tue May 08 00:00:00 UTC 2018	Mon, 07 Jun 2021 22:03:10 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC057	3.0.1	PCSK9	607786	Heterozygous Familial Hypercholesterolemia	603776	0011369	Definitive Actionability	Complete	Released	Complete
AC107	/AC107	Mon Dec 07 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:48:25 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC107	1.1.2	ACVRL1	601284	Hereditary Hemorrhagic Telangiectasia	600376	0010880	Assertion Pending	Incomplete	Released	Complete
AC107	/AC107	Mon Dec 07 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:48:25 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC107	1.1.2	ENG	131195	Hereditary Hemorrhagic Telangiectasia	187300	0008535	Assertion Pending	Incomplete	Released	Complete
AC107	/AC107	Mon Dec 07 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:48:25 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC107	1.1.2	GDF2	605120	Hereditary Hemorrhagic Telangiectasia	615506	0014217	Assertion Pending	Incomplete	Released	Complete
AC107	/AC107	Mon Dec 07 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:48:25 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC107	1.1.2	SMAD4	600993	Hereditary Hemorrhagic Telangiectasia	175050	0008278	Assertion Pending	Incomplete	Released	Complete
AC1014	/AC1014	Mon Jun 29 00:00:00 UTC 2020	Mon, 07 Jun 2021 21:55:16 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1014	1.0.1	OAT	613349	Gyrate Atrophy	258870	0009796	Strong Actionability	Complete	Released	Complete
AC121	/AC121	Mon Mar 06 00:00:00 UTC 2017	Wed, 29 Apr 2020 20:07:26 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC121	1.2.1	PYGM	608455	Glycogen Storage Disease V	232600	0009293	Assertion Pending	Incomplete	Released	Complete
AC144	/AC144	Mon Jul 10 00:00:00 UTC 2017	Wed, 08 Apr 2020 20:06:58 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC144	1.1.1	VWF	613160	von Willebrand Disease	193400	0008668	Assertion Pending	Incomplete	Released	Complete
AC144	/AC144	Mon Jul 10 00:00:00 UTC 2017	Wed, 08 Apr 2020 20:06:58 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC144	1.1.1	VWF	613160	von Willebrand Disease	277480	0010191	Assertion Pending	Incomplete	Released	Complete
AC144	/AC144	Mon Jul 10 00:00:00 UTC 2017	Wed, 08 Apr 2020 20:06:58 -0000	Goddard Katrina	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC144	1.1.1	VWF	613160	von Willebrand Disease	613554	0013304	Assertion Pending	Incomplete	Released	Complete
AC090	/AC090	Wed Nov 30 00:00:00 UTC 2016	Wed, 29 Apr 2020 23:39:50 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC090	1.2.3	GAA	606800	Glycogen Storage Disease 2	232300		Assertion Pending	Incomplete	Released	Complete
AC047	/AC047	Wed Dec 11 00:00:00 UTC 2019	Mon, 21 Jun 2021 20:49:11 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC047	3.0.1	GLA	300644	Fabry Disease	301500	0010526	Moderate Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	ACTA2	102620	Familial thoracic aortic aneurysms and dissections (FTAAD)	611788	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	FBN1	134797	Familial thoracic aortic aneurysms and dissections (FTAAD)	154700	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	LOX	153455	Familial thoracic aortic aneurysms and dissections (FTAAD)	617168	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	MYH11	160745	Familial thoracic aortic aneurysms and dissections (FTAAD)	132900	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	PRKG1	176894	Familial thoracic aortic aneurysms and dissections (FTAAD)	615436	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	SMAD3	603109	Familial thoracic aortic aneurysms and dissections (FTAAD)	613795	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	TGFB2	190220	Familial thoracic aortic aneurysms and dissections (FTAAD)	614816	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	TGFBR1	190181	Familial thoracic aortic aneurysms and dissections (FTAAD)	609192	0019625	Strong Actionability	Complete	Released	Complete
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Mon, 16 Aug 2021 21:05:02 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC134	1.1.4	TGFBR2	190182	Familial thoracic aortic aneurysms and dissections (FTAAD)	610168	0019625	Strong Actionability	Complete	Released	Complete
AC129	/AC129	Wed Dec 20 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:24 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC129	2.1.1	EGR2	129010	Charcot - Marie - Tooth Disease, Type 1	607678	0019011	Assertion Pending	Incomplete	Released	Complete
AC129	/AC129	Wed Dec 20 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:24 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC129	2.1.1	LITAF	603795	Charcot - Marie - Tooth Disease, Type 1	601098	0019011	Assertion Pending	Incomplete	Released	Complete
AC129	/AC129	Wed Dec 20 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:24 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC129	2.1.1	MPZ	159440	Charcot - Marie - Tooth Disease, Type 1	118200	0019011	Assertion Pending	Incomplete	Released	Complete
AC129	/AC129	Wed Dec 20 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:24 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC129	2.1.1	NEFL	162280	Charcot - Marie - Tooth Disease, Type 1	607734	0019011	Assertion Pending	Incomplete	Released	Complete
