# docId	topicIri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	releaseDate	gene	geneOmim	disease	omim	status-overall	status-stg1	status-stg2	status-scoring	outcome	outcomeScoringGroup	intervention	interventionScoringGroup	severity	likelihood	natureOfIntervention	effectiveness	overall
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	255110	Released	Complete	Complete	Complete	Morbidity and mortality associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	2	2C	2	2N	8CN
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	600649	Released	Complete	Complete	Complete	Morbidity and mortality associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	2	2C	2	2N	8CN
AC1022	/AC1022	Sat Dec 26 00:00:00 UTC 2020	Thu, 12 Aug 2021 23:37:31 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1022	1.0.1	Thu, 12 Aug 2021 00:00:00 -0000	CPT2	600650	Carnitine palmitoyltransferase II deficiency	608836	Released	Complete	Complete	Complete	Morbidity and mortality associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	2	2C	2	2N	8CN
AC1004	/AC1004	Tue Aug 06 00:00:00 UTC 2019	Mon, 29 Mar 2021 21:58:37 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1004	1.0.3	Mon, 29 Mar 2021 00:00:00 -0000	PRKAR1A	188830	Carney Complex	160980	Released	Complete	Complete	Complete	Morbidity and mortality from cardiac myxomas	GroupA	Cardiac imaging to detect and guide excision of tumors	GroupA	3	2C	3	3C	11CC
AC1004	/AC1004	Tue Aug 06 00:00:00 UTC 2019	Mon, 29 Mar 2021 21:58:37 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1004	1.0.3	Mon, 29 Mar 2021 00:00:00 -0000	PRKAR1A	188830	Carney Complex	160980	Released	Complete	Complete	Complete	Morbidity from primary pigmented nodular adrenocortical disease	GroupA	Biochemical and imaging surveillance to detect tumors and guide treatment	GroupA	2	2C	3	3D	10CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	BRAF	164757	Noonan syndrome	613706	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	KRAS	190070	Noonan syndrome	609942	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	NRAS	164790	Noonan syndrome	613224	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	PTPN11	176876	Noonan syndrome	163950	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	RAF1	164760	Noonan syndrome	611553	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	RIT1	609591	Noonan syndrome	615355	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	SOS1	182530	Noonan syndrome	610733	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1003	/AC1003	Mon Jul 01 00:00:00 UTC 2019	Wed, 22 Apr 2020 21:58:40 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1003	1.0.1	Wed, 22 Apr 2020 00:00:00 -0000	SOS2	601247	Noonan syndrome	616559	Released	Complete	Complete	Complete	Cardiac manifestations	GroupA	Cardiac surveillance	GroupA	2	3C	3	0D	8CD
AC1002	/AC1002	Wed May 29 00:00:00 UTC 2019	Wed, 18 Aug 2021 21:16:11 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1002	1.1.2	Wed, 18 Aug 2021 00:00:00 -0000	ALDH7A1	107323	Pyridoxine-dependent epilepsy	266100	Released	Complete	Complete	Complete	Seizures	GroupA	Pyridoxine therapy	GroupA	2	3C	3	3B	11CB
AC1038	/AC1038	Sat May 29 00:00:00 UTC 2021	Mon, 04 Oct 2021 19:43:08 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1038	(ERR: Missing)	Mon, 04 Oct 2021 00:00:00 -0000	F7	613878	Factor VII deficiency	227500	Released	Complete	Complete	Complete	Bleeding complications with pregnancy, procedures or trauma	GroupA	Development and implementation of comprehensive management plan by hematology team based on activity levels and bleeding history	GroupA	2	3C	3	2B	10CB
AC1015	/AC1015	Mon Nov 02 21:15:11 UTC 2020	Wed, 17 Mar 2021 21:42:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1015	1.0.0	Wed, 17 Mar 2021 00:00:00 -0000	PHYH	602026	Refsum disease	266500	Released	Complete	Complete	Complete	Progression of neurologic, dermatologic, cardiac, and ophthalmologic sequalae	GroupA	Phytanic acid lowering therapy	GroupA	2	3C	2	1C	8CC
AC076	/AC076	Tue Jan 12 00:00:00 UTC 2021	Wed, 07 Apr 2021 21:48:01 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC076	1.0.0	Wed, 07 Apr 2021 00:00:00 -0000	CACNA1S	114208	Malignant Hyperthermia Susceptibility	601887	Released	Complete	Incomplete	Complete	Malignant hyperthermia event	GroupA	Avoidance of triggering anesthetics	GroupA	2	2C	3	3B	10CB
AC076	/AC076	Tue Jan 12 00:00:00 UTC 2021	Wed, 07 Apr 2021 21:48:01 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC076	1.0.0	Wed, 07 Apr 2021 00:00:00 -0000	RYR1	180901	Malignant Hyperthermia Susceptibility	145600	Released	Complete	Incomplete	Complete	Malignant hyperthermia event	GroupA	Avoidance of triggering anesthetics	GroupA	2	2C	3	3B	10CB
AC115	/AC115	Thu Jan 02 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:00:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC115	1.0.1	Mon, 29 Mar 2021 00:00:00 -0000	STK11	602216	Peutz-Jeghers Syndrome	175200	Released	Complete	Complete	Complete	Morbidity and mortality from GI cancer	GroupA	Surveillance to detect GI cancer and guide initiation of GI cancer treatment	GroupA	2	3A	2	2B	9AB
AC115	/AC115	Thu Jan 02 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:00:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC115	1.0.1	Mon, 29 Mar 2021 00:00:00 -0000	STK11	602216	Peutz-Jeghers Syndrome	175200	Released	Complete	Complete	Complete	Morbidity from intussusception	GroupA	Surveillance to detect polyps and guide initiation of polyp treatment	GroupA	2	3C	2	2C	9CC
AC1009	/AC1009	Thu Mar 12 00:00:00 UTC 2020	Thu, 16 Sep 2021 21:13:00 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1009	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	ITGB3	173470	Glanzmann thrombasthenia	273800	Released	Complete	Complete	Complete	Severe or prolonged hemorrhage	GroupA	Infusion therapy as indicated by hematology team	GroupA	2	2B	2	3B	9BB
AC1009	/AC1009	Thu Mar 12 00:00:00 UTC 2020	Thu, 16 Sep 2021 21:13:00 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1009	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	ITGA2B	607759	Glanzmann thrombasthenia	273800	Released	Complete	Complete	Complete	Severe or prolonged hemorrhage	GroupA	Infusion therapy as indicated by hematology team	GroupA	2	2B	2	3B	9BB
AC025	/AC025	Mon Sep 09 00:00:00 UTC 2019	Thu, 13 May 2021 20:27:34 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC025	1.0.1	Thu, 13 May 2021 00:00:00 -0000	PTEN	601728	PTEN Hamartoma Tumor Syndrome - Cowden Syndrome	158350	Released	Complete	Complete	Complete	Morbidity due to thyroid disease	GroupA	Surveillance to detect thyroid lesions and guide treatment	GroupA	2	2A	3	2C	9AC
AC011	/AC011	Fri Nov 16 00:00:00 UTC 2018	Thu, 16 Apr 2020 16:35:50 -0000	Goddard Katrina	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC011	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	WAS	300392	WAS-related disorders	300299	Released	Incomplete	Complete	Complete	WAS-related morbidity and mortality (males only)	GroupA	Referral to hematology for clinical scoring of WAS-related conditions to determine treatment	GroupA	2	3C	2	2C	9CC
AC011	/AC011	Fri Nov 16 00:00:00 UTC 2018	Thu, 16 Apr 2020 16:35:50 -0000	Goddard Katrina	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC011	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	WAS	300392	WAS-related disorders	301000	Released	Incomplete	Complete	Complete	WAS-related morbidity and mortality (males only)	GroupA	Referral to hematology for clinical scoring of WAS-related conditions to determine treatment	GroupA	2	3C	2	2C	9CC
AC011	/AC011	Fri Nov 16 00:00:00 UTC 2018	Thu, 16 Apr 2020 16:35:50 -0000	Goddard Katrina	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC011	1.1.1	Thu, 16 Apr 2020 00:00:00 -0000	WAS	300392	WAS-related disorders	303900	Released	Incomplete	Complete	Complete	WAS-related morbidity and mortality (males only)	GroupA	Referral to hematology for clinical scoring of WAS-related conditions to determine treatment	GroupA	2	3C	2	2C	9CC
AC145	/AC145	Thu Oct 24 00:00:00 UTC 2019	Wed, 19 Aug 2020 23:19:23 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC145	1.0.1	Wed, 19 Aug 2020 00:00:00 -0000	TTR	176300	Hereditary transthyretin-related amyloidosis	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC010	/AC010	Wed Jul 11 00:00:00 UTC 2018	Wed, 06 Oct 2021 21:41:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC010	1.2.2	Wed, 06 Oct 2021 00:00:00 -0000	FGF23	605380	Hypophosphatemic rickets, autosomal dominant	193100	Released	Complete	Complete	Complete	Morbidity of ADHR (rickets, growth, bone/joint pain)	GroupA	Oral phosphate plus vitamin D analog supplements	GroupA	1	0C	2	0C	3CC
AC1039	/AC1039	Wed May 19 00:00:00 UTC 2021	Wed, 15 Sep 2021 21:05:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1039	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	HADHA	600890	Disorders of the trifunctional protein complex	609015	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	2	3C	2	2A	9CA
AC1039	/AC1039	Wed May 19 00:00:00 UTC 2021	Wed, 15 Sep 2021 21:05:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1039	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	HADHA	600890	Disorders of the trifunctional protein complex	609016	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	2	3C	2	2A	9CA
AC1039	/AC1039	Wed May 19 00:00:00 UTC 2021	Wed, 15 Sep 2021 21:05:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1039	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	HADHB	143450	Disorders of the trifunctional protein complex	609015	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Metabolic management (dietary management and illness protocols)	GroupA	2	3C	2	2A	9CA
AC1039	/AC1039	Wed May 19 00:00:00 UTC 2021	Wed, 15 Sep 2021 21:05:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1039	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	HADHA	600890	Disorders of the trifunctional protein complex	609015	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	2	3C	2	2C	9CC
AC1039	/AC1039	Wed May 19 00:00:00 UTC 2021	Wed, 15 Sep 2021 21:05:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1039	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	HADHA	600890	Disorders of the trifunctional protein complex	609016	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	2	3C	2	2C	9CC
AC1039	/AC1039	Wed May 19 00:00:00 UTC 2021	Wed, 15 Sep 2021 21:05:30 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1039	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	HADHB	143450	Disorders of the trifunctional protein complex	609015	Released	Complete	Complete	Complete	Morbidity associated with metabolic decompensation	GroupA	Triheptanoin treatment	GroupA	2	3C	2	2C	9CC
AC013	/AC013	Thu Jan 17 00:00:00 UTC 2019	Wed, 17 Nov 2021 23:39:13 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC013	1.1.2	Wed, 17 Nov 2021 00:00:00 -0000	ATP7A	300011	Menkes disease	309400	Released	Complete	Complete	Complete	Death	GroupA	Subcutaneous copper-histidine (initiated before 30 days of life)	GroupA	2	3C	2	2B	9CB
AC013	/AC013	Thu Jan 17 00:00:00 UTC 2019	Wed, 17 Nov 2021 23:39:13 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC013	1.1.2	Wed, 17 Nov 2021 00:00:00 -0000	ATP7A	300011	Menkes disease	309400	Released	Complete	Complete	Complete	Neurodegeneration	GroupA	Subcutaneous copper-histidine (initiated before 30 days of life)	GroupA	2	3C	2	2A	9CA
AC100	/AC100	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:09:20 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC100	1.1.3	Wed, 04 Aug 2021 00:00:00 -0000	FBN1	134797	Marfan Syndrome	154700	Released	Complete	Complete	Complete	Clinically significant aortic aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3B	12CB
AC100	/AC100	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:09:20 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC100	1.1.3	Wed, 04 Aug 2021 00:00:00 -0000	FBN1	134797	Marfan Syndrome	154700	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2A	11CA
AC1019	/AC1019	Tue Jan 12 00:00:00 UTC 2021	Wed, 31 Mar 2021 00:25:41 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1019	1.0.1	Tue, 30 Mar 2021 00:00:00 -0000	SLC26A4	605646	Pendred syndrome	274600	Released	Complete	Complete	Complete	Communication Deficit	GroupA	Referral to multidisciplinary care team, as available, to facilitate communication development and discussion of other interventions (such as hearing aids, cochlear implants)	GroupA	1	2C	3	3B	9CB
AC091	/AC091	Wed Jun 02 00:00:00 UTC 2021	Wed, 15 Sep 2021 23:48:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC091	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	MET	164860	Familial papillary renal cell carcinoma 1	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC012	/AC012	Mon Feb 25 00:00:00 UTC 2019	Wed, 20 Oct 2021 21:27:57 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC012	1.2.2	Wed, 20 Oct 2021 00:00:00 -0000	RPE65	180069	Biallelic RPE65 Mutation-Associated Retinal Dystrophy	204100	Released	Complete	Complete	Complete	Progression of visual impairment	GroupA	Gene therapy limited to clinically affected individuals with viable retinal cells	GroupA	2	3N	2	3N	10NN
AC012	/AC012	Mon Feb 25 00:00:00 UTC 2019	Wed, 20 Oct 2021 21:27:57 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC012	1.2.2	Wed, 20 Oct 2021 00:00:00 -0000	RPE65	180069	Biallelic RPE65 Mutation-Associated Retinal Dystrophy	613794	Released	Complete	Complete	Complete	Progression of visual impairment	GroupA	Gene therapy limited to clinically affected individuals with viable retinal cells	GroupA	2	3N	2	3N	10NN
AC048	/AC048	Tue Oct 01 00:00:00 UTC 2019	Thu, 06 May 2021 18:00:32 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC048	1.0.4	Thu, 06 May 2021 00:00:00 -0000	APC	611731	Familial Adenomatous Polyposis	175100	Released	Complete	Complete	Complete	Morbidity and mortality due to colorectal cancer	GroupA	Colonoscopic surveillance to determine polyp burden and guide (if appropriate) timing of (procto) colectomy	GroupA	2	3C	2	3A	10CA
AC063	/AC063	Wed Jul 15 00:00:00 UTC 2020	Wed, 15 Sep 2021 23:53:14 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC063	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	PMP22	601097	Hereditary Neuropathy with Liability to Pressure Palsies	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Tue, 04 May 2021 22:13:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC039	1.0.1	Tue, 04 May 2021 00:00:00 -0000	PKP2	602861	Arrhythmogenic Right Ventricular Dysplasia	609040	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance to detect disease manifestations [cardiac arrhythmias and structural disease] to guide treatment including antiarrhythmic medications	GroupA	3	2C	3	2B	10CB
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Tue, 04 May 2021 22:13:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC039	1.0.1	Tue, 04 May 2021 00:00:00 -0000	DSP	125647	Arrhythmogenic Right Ventricular Dysplasia	607450	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance to detect disease manifestations [cardiac arrhythmias and structural disease] to guide treatment including antiarrhythmic medications	GroupA	3	2C	3	2B	10CB
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Tue, 04 May 2021 22:13:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC039	1.0.1	Tue, 04 May 2021 00:00:00 -0000	DSC2	125645	Arrhythmogenic Right Ventricular Dysplasia	610476	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance to detect disease manifestations [cardiac arrhythmias and structural disease] to guide treatment including antiarrhythmic medications	GroupA	3	2C	3	2B	10CB
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Tue, 04 May 2021 22:13:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC039	1.0.1	Tue, 04 May 2021 00:00:00 -0000	TMEM43	612048	Arrhythmogenic Right Ventricular Dysplasia	604400	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance to detect disease manifestations [cardiac arrhythmias and structural disease] to guide treatment including antiarrhythmic medications	GroupA	3	2C	3	2B	10CB
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Tue, 04 May 2021 22:13:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC039	1.0.1	Tue, 04 May 2021 00:00:00 -0000	DSG2	125671	Arrhythmogenic Right Ventricular Dysplasia	610193	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance to detect disease manifestations [cardiac arrhythmias and structural disease] to guide treatment including antiarrhythmic medications	GroupA	3	2C	3	2B	10CB
AC039	/AC039	Tue Mar 17 00:00:00 UTC 2020	Tue, 04 May 2021 22:13:56 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC039	1.0.1	Tue, 04 May 2021 00:00:00 -0000	JUP	173325	Arrhythmogenic Right Ventricular Dysplasia	611528	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance to detect disease manifestations [cardiac arrhythmias and structural disease] to guide treatment including antiarrhythmic medications	GroupA	3	2C	3	2B	10CB
AC108	/AC108	Wed Sep 15 22:14:33 UTC 2021	Wed, 15 Sep 2021 22:17:06 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC108	1.0.0	Wed, 15 Sep 2021 00:00:00 -0000	PALB2	610355	PALB2-related cancers	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC103	/AC103	Tue Jun 04 00:00:00 UTC 2019	Wed, 18 Aug 2021 21:14:37 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC103	1.0.0	Wed, 18 Aug 2021 00:00:00 -0000	CDH1	192090	Hereditary Diffuse Gastric Cancer	137215	Released	Complete	Complete	Complete	Mortality from gastric cancer	GroupA	Endoscopic surveillance to detect gastric cancer or precursors and guide gastric cancer treatment and/or gastrectomy	GroupA	2	0C	2	1B	5CB
AC001	/AC001	Mon Apr 30 00:00:00 UTC 2018	Wed, 15 Sep 2021 23:21:23 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC001	1.3.2	Wed, 15 Sep 2021 00:00:00 -0000	RB1	614041	Retinoblastoma	180200	Released	Complete	Complete	Complete	Morbidity or mortality from retinoblastoma	GroupA	Surveillance	GroupA	2	3C	2	3B	10CB
AC001	/AC001	Mon Apr 30 00:00:00 UTC 2018	Wed, 15 Sep 2021 23:21:23 -0000	Jenkins Charisma	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC001	1.3.2	Wed, 15 Sep 2021 00:00:00 -0000	RB1	614041	Retinoblastoma	180200	Released	Complete	Complete	Complete	Morbidity or mortality from second extra-ocular malignant neoplasms	GroupA	Surveillance	GroupA	2	2C	3	2N	9CN
AC1001	/AC1001	Wed Apr 17 00:00:00 UTC 2019	Tue, 28 Apr 2020 22:13:04 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1001	1.1.1	Tue, 28 Apr 2020 00:00:00 -0000	IDS	300823	Mucopolysaccharidosis Type II	309900	Released	Complete	Complete	Complete	Somatic manifestations (as defined by quantitative measures of pulmonary function, 6 minute walk, and hepatosplenomegaly)	GroupA	Enzyme replacement therapy (ERT) with idursulfase	GroupA	2	3C	2	2B	9CB
AC1001	/AC1001	Wed Apr 17 00:00:00 UTC 2019	Tue, 28 Apr 2020 22:13:04 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1001	1.1.1	Tue, 28 Apr 2020 00:00:00 -0000	IDS	300823	Mucopolysaccharidosis Type II	309900	Released	Complete	Complete	Complete	Early Mortality	GroupA	Enzyme replacement therapy (ERT) with idursulfase	GroupA	2	3C	2	2N	9CN
AC040	/AC040	Thu Oct 10 00:00:00 UTC 2019	Mon, 29 Mar 2021 21:52:57 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC040	1.0.1	Mon, 29 Mar 2021 00:00:00 -0000	SCN5A	600163	Brugada Syndrome	601144	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Avoidance of drugs with sodium channel blocking properties and high fever	GroupA	3	2C	3	2B	10CB
AC040	/AC040	Thu Oct 10 00:00:00 UTC 2019	Mon, 29 Mar 2021 21:52:57 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC040	1.0.1	Mon, 29 Mar 2021 00:00:00 -0000	SCN5A	600163	Brugada Syndrome	601144	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Risk stratification (may include EPS) to guide ICD placement	GroupA	3	2C	2	2D	9CD
