"CRYBA1","HGNC:2394","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CRYBA1&subject=","2013-06-06T13:51:53Z"
"CRYBB2","HGNC:2398","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CRYBB2&subject=","2013-03-13T19:25:59Z"
"CRYGC","HGNC:2410","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CRYGC&subject=","2013-05-22T14:58:27Z"
"CSF2RA","HGNC:2435","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CSF2RA&subject=","2021-08-23T16:08:07Z"
"CSF2RB","HGNC:2436","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CSF2RB&subject=","2016-08-22T17:47:32Z"
"CSMD1","HGNC:14026","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CSMD1&subject=","2018-10-24T16:28:25Z"
"CSPP1","HGNC:26193","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CSPP1&subject=","2016-08-22T17:47:32Z"
"CSTB","HGNC:2482","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CSTB&subject=","2016-08-22T17:47:33Z"
"CTC1","HGNC:26169","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTC1&subject=","2019-10-08T18:31:04Z"
"CTCF","HGNC:13723","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTCF&subject=","2021-09-22T16:34:26Z"
"CTDP1","HGNC:2498","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTDP1&subject=","2016-08-22T17:47:34Z"
"CTH","HGNC:2501","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTH&subject=","2016-08-22T17:47:35Z"
"CTNNA3","HGNC:2511","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTNNA3&subject=","2018-10-24T16:40:19Z"
"CTNNB1","HGNC:2514","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTNNB1&subject=","2017-11-22T17:57:27Z"
"CTNND2","HGNC:2516","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTNND2&subject=","2021-10-12T16:29:43Z"
"CTNS","HGNC:2518","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTNS&subject=","2012-08-22T14:35:39Z"
"CTSB","HGNC:2527","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CTSB&subject=","2012-02-08T20:52:55Z"
"CUBN","HGNC:2548","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CUBN&subject=","2016-08-22T17:47:35Z"
"CUL3","HGNC:2553","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CUL3&subject=","2018-01-24T17:47:57Z"
"CUL4B","HGNC:2555","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CUL4B&subject=","2021-02-09T17:13:39Z"
"CYB5A","HGNC:2570","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYB5A&subject=","2016-08-22T17:47:36Z"
"CYBB","HGNC:2578","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYBB&subject=","2020-05-27T16:23:41Z"
"CYLD","HGNC:2584","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYLD&subject=","2021-02-10T17:13:57Z"
"CYP21A2","HGNC:2600","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYP21A2&subject=","2012-07-06T20:55:21Z"
"CYP24A1","HGNC:2602","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYP24A1&subject=","2016-08-22T17:47:37Z"
"CYP27A1","HGNC:2605","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYP27A1&subject=","2016-08-22T17:47:38Z"
"CYP3A43","HGNC:17450","Dosage Sensitivity Unlikely","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYP3A43&subject=","2021-02-02T18:18:55Z"
"CYP4F22","HGNC:26820","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYP4F22&subject=","2016-08-22T17:47:40Z"
"CYP4V2","HGNC:23198","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=CYP4V2&subject=","2016-08-22T17:47:40Z"
"D2HGDH","HGNC:28358","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=D2HGDH&subject=","2016-08-22T17:47:41Z"
"DARS2","HGNC:25538","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DARS2&subject=","2016-08-22T17:47:43Z"
"DAZ1","HGNC:2682","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DAZ1&subject=","2012-10-17T14:23:56Z"
"DBH","HGNC:2689","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DBH&subject=","2016-08-22T17:47:43Z"
"DBT","HGNC:2698","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DBT&subject=","2016-08-22T17:47:44Z"
"DCHS1","HGNC:13681","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DCHS1&subject=","2018-08-31T19:02:23Z"
"DCLRE1C","HGNC:17642","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DCLRE1C&subject=","2016-08-22T17:47:45Z"
"DCX","HGNC:2714","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DCX&subject=","2012-07-06T19:29:12Z"
"DCXR","HGNC:18985","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DCXR&subject=","2016-08-22T17:47:46Z"
"DDB2","HGNC:2718","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DDB2&subject=","2016-08-22T17:47:47Z"
"DDHD1","HGNC:19714","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DDHD1&subject=","2014-09-25T14:00:02Z"
"DDOST","HGNC:2728","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DDOST&subject=","2016-08-22T17:47:48Z"
"DDX3X","HGNC:2745","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DDX3X&subject=","2017-11-22T17:52:42Z"
"DGKE","HGNC:2852","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DGKE&subject=","2016-08-22T17:47:49Z"
"DGUOK","HGNC:2858","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DGUOK&subject=","2016-08-22T17:47:50Z"
"DHCR7","HGNC:2860","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DHCR7&subject=","2012-04-04T18:45:27Z"
"DHODH","HGNC:2867","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DHODH&subject=","2016-08-22T17:47:51Z"
"DHX57","HGNC:20086","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DHX57&subject=","2018-06-28T13:58:54Z"
"DICER1","HGNC:17098","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DICER1&subject=","2017-04-13T18:37:01Z"
"DIP2A","HGNC:17217","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DIP2A&subject=","2019-01-23T17:09:45Z"
"DIRAS3","HGNC:687","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DIRAS3&subject=","2011-10-19T14:16:31Z"
"DIS3L2","HGNC:28648","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DIS3L2&subject=","2020-10-14T17:17:54Z"
"DISC1","HGNC:2888","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DISC1&subject=","2012-03-06T20:06:05Z"
"DISP1","HGNC:19711","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DISP1&subject=","2012-07-06T19:25:51Z"
"DKC1","HGNC:2890","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DKC1&subject=","2012-04-25T19:37:59Z"
"DLG2","HGNC:2901","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLG2&subject=","2018-11-28T17:07:31Z"
"DLG3","HGNC:2902","Emerging Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLG3&subject=","2019-11-21T03:50:30Z"
"DLGAP2","HGNC:2906","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLGAP2&subject=","2012-03-22T18:36:20Z"
"DLK1","HGNC:2907","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLK1&subject=","2012-04-28T11:03:13Z"
"DLL1","HGNC:2908","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLL1&subject=","2021-03-09T17:14:44Z"
"DLX1","HGNC:2914","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLX1&subject=","2012-03-30T18:07:18Z"
"DLX2","HGNC:2915","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLX2&subject=","2012-01-19T18:38:37Z"
"DLX5","HGNC:2918","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLX5&subject=","2012-05-14T21:39:05Z"
"DLX6","HGNC:2919","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DLX6&subject=","2012-05-14T21:37:24Z"
"DMD","HGNC:2928","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DMD&subject=","2019-11-20T17:55:00Z"
"DMP1","HGNC:2932","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DMP1&subject=","2016-08-22T17:47:52Z"
"DMRT1","HGNC:2934","Emerging Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DMRT1&subject=","2012-06-06T14:14:18Z"
"DMRT2","HGNC:2935","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DMRT2&subject=","2012-08-22T14:36:38Z"
"DMXL2","HGNC:2938","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DMXL2&subject=","2012-04-04T18:52:20Z"
"DNAAF1","HGNC:30539","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAAF1&subject=","2016-08-22T17:47:53Z"
"DNAAF11","HGNC:16725","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAAF11&subject=","2016-08-22T17:50:07Z"
"DNAH11","HGNC:2942","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAH11&subject=","2016-08-22T17:47:54Z"
"DNAH5","HGNC:2950","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAH5&subject=","2016-08-22T17:47:55Z"
"DNAI1","HGNC:2954","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAI1&subject=","2016-08-22T17:47:55Z"
"DNAI2","HGNC:18744","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAI2&subject=","2016-08-22T17:47:56Z"
"DNAJB6","HGNC:14888","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAJB6&subject=","2012-10-29T22:14:20Z"
"DNAJC21","HGNC:27030","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAJC21&subject=","2020-10-14T16:09:44Z"
"DNAJC28","HGNC:1297","Dosage Sensitivity Unlikely","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAJC28&subject=","2021-02-02T18:37:04Z"
"DNAJC6","HGNC:15469","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNAJC6&subject=","2016-08-22T17:47:57Z"
"DNASE1","HGNC:2956","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNASE1&subject=","2012-02-22T14:34:39Z"
"DNMT3A","HGNC:2978","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DNMT3A&subject=","2018-04-29T10:34:26Z"
"DOCK7","HGNC:19190","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DOCK7&subject=","2016-08-22T17:47:58Z"
"DOCK8","HGNC:19191","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DOCK8&subject=","2016-08-22T17:47:58Z"
"DOK7","HGNC:26594","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DOK7&subject=","2016-08-22T17:47:59Z"
"DPAGT1","HGNC:2995","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DPAGT1&subject=","2016-08-22T17:48:00Z"
"DPM1","HGNC:3005","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DPM1&subject=","2016-08-22T17:48:01Z"
"DPM3","HGNC:3007","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DPM3&subject=","2015-04-09T03:18:03Z"
"DPP6","HGNC:3010","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DPP6&subject=","2019-06-26T16:38:44Z"
"DPYD","HGNC:3012","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DPYD&subject=","2018-01-24T04:05:33Z"
"DPYS","HGNC:3013","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DPYS&subject=","2016-08-22T17:48:01Z"
"DRD5","HGNC:3026","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DRD5&subject=","2012-05-15T21:42:04Z"
"DSC2","HGNC:3036","Emerging Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSC2&subject=","2016-01-14T20:00:54Z"
"DSC3","HGNC:3037","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSC3&subject=","2016-08-22T17:48:02Z"
"DSCAM","HGNC:3039","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSCAM&subject=","2018-01-24T17:30:55Z"
"DSE","HGNC:21144","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSE&subject=","2016-08-22T17:48:03Z"
"DSG2","HGNC:3049","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSG2&subject=","2015-11-16T17:31:26Z"
"DSG4","HGNC:21307","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSG4&subject=","2016-08-22T17:48:04Z"
"DSP","HGNC:3052","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSP&subject=","2021-10-12T16:58:46Z"
"DSPP","HGNC:3054","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DSPP&subject=","2013-03-27T18:15:34Z"
"DYM","HGNC:21317","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DYM&subject=","2012-02-23T17:35:02Z"
"DYNC2H1","HGNC:2962","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DYNC2H1&subject=","2016-08-22T17:48:05Z"
"DYNC2I1","HGNC:21862","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DYNC2I1&subject=","2016-08-22T17:53:25Z"
"DYRK1A","HGNC:3091","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=DYRK1A&subject=","2020-12-16T17:33:17Z"
"EARS2","HGNC:29419","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EARS2&subject=","2016-08-22T17:48:06Z"
"EBP","HGNC:3133","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EBP&subject=","2020-01-22T17:44:22Z"
"EDA","HGNC:3157","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EDA&subject=","2012-07-26T19:35:23Z"
"EDNRB","HGNC:3180","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EDNRB&subject=","2012-07-06T19:59:02Z"
"EFCAB13","HGNC:26864","Dosage Sensitivity Unlikely","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EFCAB13&subject=","2021-02-02T18:54:58Z"
"EFNB1","HGNC:3226","Sufficient Evidence for Haploinsufficiency","Little Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EFNB1&subject=","2012-07-26T19:32:25Z"
"EFTUD2","HGNC:30858","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EFTUD2&subject=","2013-05-23T19:29:21Z"
"EGR2","HGNC:3239","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EGR2&subject=","2011-11-28T22:52:09Z"
"EHMT1","HGNC:24650","Sufficient Evidence for Haploinsufficiency","Little Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EHMT1&subject=","2012-07-06T20:41:17Z"
"EIF2AK3","HGNC:3255","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EIF2AK3&subject=","2016-08-22T17:48:07Z"
"EIF2B1","HGNC:3257","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EIF2B1&subject=","2016-08-22T17:48:08Z"
"EIF2B3","HGNC:3259","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EIF2B3&subject=","2016-08-22T17:48:08Z"
"EIF4A3","HGNC:18683","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EIF4A3&subject=","2016-08-22T17:48:09Z"
"ELAVL2","HGNC:3313","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ELAVL2&subject=","2018-11-28T17:12:50Z"
"ELK1","HGNC:3321","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ELK1&subject=","2012-09-26T19:20:27Z"
"ELN","HGNC:3327","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ELN&subject=","2012-07-10T13:20:56Z"
"ELOA3P","HGNC:24617","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ELOA3P&subject=","2012-02-22T14:41:04Z"
"EMX2","HGNC:3341","Little Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EMX2&subject=","2021-11-09T17:29:29Z"
"EN2","HGNC:3343","No Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EN2&subject=","2012-08-26T21:21:27Z"
"ENG","HGNC:3349","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ENG&subject=","2016-12-08T02:39:39Z"
"ENO3","HGNC:3354","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ENO3&subject=","2016-08-22T17:48:10Z"
"ENPP1","HGNC:3356","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ENPP1&subject=","2016-08-22T17:48:10Z"
"EP300","HGNC:3373","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EP300&subject=","2013-03-14T19:13:49Z"
"EPB42","HGNC:3381","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EPB42&subject=","2016-08-22T17:48:11Z"
"EPCAM","HGNC:11529","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EPCAM&subject=","2019-10-08T18:30:22Z"
"EPM2A","HGNC:3413","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EPM2A&subject=","2016-08-22T17:56:14Z"
"EPS8","HGNC:3420","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=EPS8&subject=","2018-02-07T15:18:57Z"
"ERCC1","HGNC:3433","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERCC1&subject=","2016-08-22T17:48:13Z"
"ERCC2","HGNC:3434","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERCC2&subject=","2016-08-22T17:48:13Z"
"ERCC3","HGNC:3435","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERCC3&subject=","2020-06-30T20:50:33Z"
"ERCC5","HGNC:3437","Gene Associated with Autosomal Recessive Phenotype","","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERCC5&subject=","2016-08-22T17:48:14Z"
"ERCC6L2","HGNC:26922","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERCC6L2&subject=","2016-08-22T17:48:15Z"
"ERCC8","HGNC:3439","Gene Associated with Autosomal Recessive Phenotype","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERCC8&subject=","2016-08-22T17:48:16Z"
"ERF","HGNC:3444","Sufficient Evidence for Haploinsufficiency","No Evidence for Triplosensitivity","https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ERF&subject=","2021-06-08T16:56:05Z"
