# docId	topicIri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	releaseDate	gene	geneOmim	disease	omim	status-overall	status-stg1	status-stg2	status-scoring	outcome	outcomeScoringGroup	intervention	interventionScoringGroup	severity	likelihood	natureOfIntervention	effectiveness	overall
AC1015	/AC1015	Mon Nov 02 21:15:11 UTC 2020	Wed, 10 Feb 2021 01:25:13 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1015	1.0.0	Tue, 09 Feb 2021 00:00:00 -0000	PHYH	602026	Refsum disease	266500	Released	Complete	Complete	Complete	Progression of neurologic, cardiac, and ophthalmologic sequalae	GroupA	Phytanic acid lowering therapy	GroupA	2	3C	2	2D	9CD
AC110	/AC110	Fri Jul 08 00:00:00 UTC 2016	Wed, 29 Apr 2020 23:57:01 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC110	1.2.2	Wed, 29 Apr 2020 00:00:00 -0000	PAH	612349	Phenylketonuria (PKU)	261600	Released	Complete	Complete	Complete	Suboptimal plasma PHE levels	GroupA	Optimal dietary and medical management to achieve goal PHE levels	GroupA	2	3C	2	3B	10CB
AC110	/AC110	Fri Jul 08 00:00:00 UTC 2016	Wed, 29 Apr 2020 23:57:01 -0000	Mittendorf Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC110	1.2.2	Wed, 29 Apr 2020 00:00:00 -0000	PAH	612349	Phenylketonuria (PKU)	261600	Released	Complete	Complete	Complete	Fetal teratogenicity (females only)	GroupA	Pregnancy management of PHE levels	GroupA	2	3N	2	3A	10NA
AC135	/AC135	Tue May 09 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:02 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC135	1.2.1	Thu, 16 Apr 2020 00:00:00 -0000	PROC	612283	Thrombophilia due to protein C deficiency	176860	Released	Incomplete	Complete	Complete	Venous thromboembolism	GroupA	High risk obstetric care for pregnant women (includes pharmacological prophylaxis)	GroupA	2	2C	2	2B	8CB
AC135	/AC135	Tue May 09 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:02 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC135	1.2.1	Thu, 16 Apr 2020 00:00:00 -0000	PROC	612283	Thrombophilia due to protein C deficiency	612304	Released	Incomplete	Complete	Complete	Venous thromboembolism	GroupA	High risk obstetric care for pregnant women (includes pharmacological prophylaxis)	GroupA	2	2C	2	2B	8CB
AC135	/AC135	Tue May 09 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:02 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC135	1.2.1	Thu, 16 Apr 2020 00:00:00 -0000	PROC	612283	Thrombophilia due to protein C deficiency	176860	Released	Incomplete	Complete	Complete	Venous thromboembolism	GroupA	Pharmacological prophylaxis in high-risk situations for men and non-pregnant women	GroupA	2	2C	2	2B	8CB
AC135	/AC135	Tue May 09 00:00:00 UTC 2017	Thu, 16 Apr 2020 16:37:02 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC135	1.2.1	Thu, 16 Apr 2020 00:00:00 -0000	PROC	612283	Thrombophilia due to protein C deficiency	612304	Released	Incomplete	Complete	Complete	Venous thromboembolism	GroupA	Pharmacological prophylaxis in high-risk situations for men and non-pregnant women	GroupA	2	2C	2	2B	8CB
AC086	/AC086	Thu Sep 22 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:43:18 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC086	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	CDKN2A	600160	Pancreatic cancer/melanoma syndrome	606719	Released	Complete	Complete	Complete	Melanoma morbidity and/or mortality	GroupA	Skin surveillance	GroupA	2	3C	3	2B	10CB
AC086	/AC086	Thu Sep 22 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:43:18 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC086	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	CDKN2A	600160	Pancreatic cancer/melanoma syndrome	606719	Released	Complete	Complete	Complete	Pancreatic cancer morbidity and/or mortality	GroupA	Periodic pancreatic imaging	GroupA	2	2C	3	1N	8CN
AC086	/AC086	Thu Sep 22 00:00:00 UTC 2016	Wed, 19 Aug 2020 18:43:18 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC086	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	CDKN2A	600160	Pancreatic cancer/melanoma syndrome	606719	Released	Complete	Complete	Complete	Pancreatic cancer morbidity and/or mortality	GroupA	Smoking cessation and/or avoidance	GroupA	2	2C	3	2B	9CB
AC148	/AC148	Wed Dec 20 00:00:00 UTC 2017	Wed, 29 Apr 2020 19:51:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC148	1.2.1	Wed, 29 Apr 2020 00:00:00 -0000	DNM2	602378	DNM2-Related Intermediate Charcot-Marie-Tooth Neuropathy	606482	Released	Complete	Complete	Complete	Demyelinating peripheral neuropathy	GroupA	Regular medical evaluations	GroupA	1	3C	Not Scored	IN	IN
AC148	/AC148	Wed Dec 20 00:00:00 UTC 2017	Wed, 29 Apr 2020 19:51:45 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC148	1.2.1	Wed, 29 Apr 2020 00:00:00 -0000	DNM2	602378	DNM2-Related Intermediate Charcot-Marie-Tooth Neuropathy	606482	Released	Complete	Complete	Complete	Demyelinating peripheral neuropathy	GroupA	Avoidance of vincristine, paclitaxel, succinylcholine	GroupA	1	3C	2	3C	9CC
AC076	/AC076	Tue Jan 12 00:00:00 UTC 2021	Mon, 03 May 2021 20:37:01 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC076	2.0.0	Mon, 03 May 2021 00:00:00 -0000	RYR1	180901	Malignant Hyperthermia Susceptibility	145600	Released	Complete	Complete	Complete	Malignant hyperthermia event	GroupA	Avoidance of triggering anesthetics	GroupA	2	3C	3	3B	11CB
AC076	/AC076	Tue Jan 12 00:00:00 UTC 2021	Mon, 03 May 2021 20:37:01 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC076	2.0.0	Mon, 03 May 2021 00:00:00 -0000	CACNA1S	114208	Malignant Hyperthermia Susceptibility	601887	Released	Complete	Complete	Complete	Malignant hyperthermia event	GroupA	Avoidance of triggering anesthetics	GroupA	2	3C	3	3B	11CB
AC076	/AC076	Tue Jan 12 00:00:00 UTC 2021	Mon, 03 May 2021 20:37:01 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC076	2.0.0	Mon, 03 May 2021 00:00:00 -0000	RYR1	180901	Malignant Hyperthermia Susceptibility	145600	Released	Complete	Complete	Complete	Malignant hyperthermia event	GroupA	Awareness of high-risk situations	GroupA	2	3C	3	0D	8CD
AC076	/AC076	Tue Jan 12 00:00:00 UTC 2021	Mon, 03 May 2021 20:37:01 -0000	Hunter Jessica	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC076	2.0.0	Mon, 03 May 2021 00:00:00 -0000	CACNA1S	114208	Malignant Hyperthermia Susceptibility	601887	Released	Complete	Complete	Complete	Malignant hyperthermia event	GroupA	Awareness of high-risk situations	GroupA	2	3C	3	0D	8CD
AC115	/AC115	Thu Jan 02 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:00:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC115	2.0.1	Mon, 29 Mar 2021 00:00:00 -0000	STK11	602216	Peutz-Jeghers Syndrome	175200	Released	Complete	Complete	Complete	Morbidity and mortality from GI cancer	GroupA	Surveillance to detect GI cancer and guide initiation of GI cancer treatment	GroupA	2	3A	2	2B	9AB
AC115	/AC115	Thu Jan 02 00:00:00 UTC 2020	Mon, 29 Mar 2021 22:00:30 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC115	2.0.1	Mon, 29 Mar 2021 00:00:00 -0000	STK11	602216	Peutz-Jeghers Syndrome	175200	Released	Complete	Complete	Complete	Morbidity and mortality from breast cancer	GroupA	Imaging surveillance to detect breast cancer and guide initiation of breast cancer treatment	GroupA	2	3C	3	2B	10CB
AC099	/AC099	Thu Jul 28 00:00:00 UTC 2016	Sat, 02 May 2020 03:22:47 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC099	1.2.1	Fri, 01 May 2020 00:00:00 -0000	NOTCH3	600276	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukocenphalopathy, type 1	125310	Released	Complete	Complete	Complete	Stroke	GroupA	Specialist care and management	GroupA	2	3C	3	1A	9CA
AC124	/AC124	Mon Mar 27 00:00:00 UTC 2017	Wed, 19 Aug 2020 19:05:17 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC124	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	NF1	613113	Neurofibromatosis type 1	162200	Released	Incomplete	Complete	Complete	Malignant peripheral nerve sheath tumors	GroupA	Consultation with a provider experienced with NF1 for educational purposes	GroupA	2	2C	3	0D	7CD
AC124	/AC124	Mon Mar 27 00:00:00 UTC 2017	Wed, 19 Aug 2020 19:05:17 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC124	1.2.1	Wed, 19 Aug 2020 00:00:00 -0000	NF1	613113	Neurofibromatosis type 1	162200	Released	Incomplete	Complete	Complete	Breast Cancer	GroupA	Surveillance	GroupA	2	2C	3	2B	9CB
AC1009	/AC1009	Thu Mar 12 00:00:00 UTC 2020	Thu, 16 Sep 2021 21:13:00 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1009	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	ITGB3	173470	Glanzmann thrombasthenia	273800	Released	Complete	Complete	Complete	Severe or prolonged hemorrhage	GroupA	Infusion therapy as indicated by hematology team	GroupA	2	2B	2	3B	9BB
AC1009	/AC1009	Thu Mar 12 00:00:00 UTC 2020	Thu, 16 Sep 2021 21:13:00 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC1009	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	ITGA2B	607759	Glanzmann thrombasthenia	273800	Released	Complete	Complete	Complete	Severe or prolonged hemorrhage	GroupA	Infusion therapy as indicated by hematology team	GroupA	2	2B	2	3B	9BB
AC028	/AC028	Mon Sep 14 00:00:00 UTC 2015	Wed, 23 Dec 2020 18:40:53 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC028	1.2.1	Wed, 23 Dec 2020 00:00:00 -0000	ATP7B	606882	Wilson Disease	277900	Released	Complete	Complete	Complete	Liver disease	GroupA	Chelation/zinc therapy	GroupA	2	3D	2	3A	10DA
AC028	/AC028	Mon Sep 14 00:00:00 UTC 2015	Wed, 23 Dec 2020 18:40:53 -0000	Jenkins Charisma	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC028	1.2.1	Wed, 23 Dec 2020 00:00:00 -0000	ATP7B	606882	Wilson Disease	277900	Released	Complete	Complete	Complete	Neuropsychiatric disease	GroupA	Chelation/zinc therapy	GroupA	2	3D	2	3A	10DA
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	DMD	300377	Dilated cardiomyopathy	302045	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance and implantable cardiac device (ICD)	GroupA	3	2B	2	2B	9BB
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	LMNA	150330	Dilated cardiomyopathy	115200	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance and implantable cardiac device (ICD)	GroupA	3	2B	2	2B	9BB
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	TNNT2	191045	Dilated cardiomyopathy	601494	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance and implantable cardiac device (ICD)	GroupA	3	2B	2	2B	9BB
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	DMD	300377	Dilated cardiomyopathy	302045	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance and pharmacotherapy	GroupA	3	2B	3	2N	10BN
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	LMNA	150330	Dilated cardiomyopathy	115200	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance and pharmacotherapy	GroupA	3	2B	3	2N	10BN
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	TNNT2	191045	Dilated cardiomyopathy	601494	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Surveillance and pharmacotherapy	GroupA	3	2B	3	2N	10BN
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	DMD	300377	Dilated cardiomyopathy	302045	Released	Complete	Complete	Complete	Earlier heart failure	GroupA	Surveillance and ACE inhibitors	GroupA	2	3B	3	2N	10BN
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	LMNA	150330	Dilated cardiomyopathy	115200	Released	Complete	Complete	Complete	Earlier heart failure	GroupA	Surveillance and ACE inhibitors	GroupA	2	3B	3	2N	10BN
AC138	/AC138	Wed Jul 29 00:00:00 UTC 2015	Wed, 29 Apr 2020 20:36:43 -0000	Wallace Kathleen	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC138	2.1.2	Wed, 29 Apr 2020 00:00:00 -0000	TNNT2	191045	Dilated cardiomyopathy	601494	Released	Complete	Complete	Complete	Earlier heart failure	GroupA	Surveillance and ACE inhibitors	GroupA	2	3B	3	2N	10BN
AC102	/AC102	Mon May 23 00:00:00 UTC 2016	Tue, 28 Apr 2020 22:33:54 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC102	1.2.1	Tue, 28 Apr 2020 00:00:00 -0000	MEFV	608107	Familial Mediterranean Fever (AD)	134610	Released	Complete	Complete	Complete	Recurrent serositis	GroupA	Colchicine	GroupA	1	0D	2	3C	6DC
AC102	/AC102	Mon May 23 00:00:00 UTC 2016	Tue, 28 Apr 2020 22:33:54 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC102	1.2.1	Tue, 28 Apr 2020 00:00:00 -0000	MEFV	608107	Familial Mediterranean Fever (AD)	134610	Released	Complete	Complete	Complete	Amyloidosis	GroupA	Colchicine	GroupA	1	0D	2	3C	6DC
AC102	/AC102	Mon May 23 00:00:00 UTC 2016	Tue, 28 Apr 2020 22:33:54 -0000	Gilmore Mari	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC102	1.2.1	Tue, 28 Apr 2020 00:00:00 -0000	MEFV	608107	Familial Mediterranean Fever (AD)	134610	Released	Complete	Complete	Complete	Joint problems	GroupA	Colchicine	GroupA	1	0D	2	3C	6DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Complications from pregnancy	GroupA	Pregnancy management	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Complications from pregnancy	GroupA	Pregnancy management	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Complications from pregnancy	GroupA	Pregnancy management	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Scoliosis	GroupA	Glucocorticoids	GroupA	1	0D	2	2A	5DA
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Scoliosis	GroupA	Glucocorticoids	GroupA	1	0D	2	2A	5DA
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Scoliosis	GroupA	Glucocorticoids	GroupA	1	0D	2	2A	5DA
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Cerebral thromboembolism	GroupA	Antithrombotic medications	GroupA	2	0D	2	2C	6DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Cerebral thromboembolism	GroupA	Antithrombotic medications	GroupA	2	0D	2	2C	6DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Cerebral thromboembolism	GroupA	Antithrombotic medications	GroupA	2	0D	2	2C	6DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Arrhythmias	GroupA	Defibrillator/cardiac surveillance	GroupA	3	0D	2	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Arrhythmias	GroupA	Defibrillator/cardiac surveillance	GroupA	3	0D	2	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Arrhythmias	GroupA	Defibrillator/cardiac surveillance	GroupA	3	0D	2	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Congestive heart failure	GroupA	Pharmacotherapy/cardiac surveillance	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Congestive heart failure	GroupA	Pharmacotherapy/cardiac surveillance	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Congestive heart failure	GroupA	Pharmacotherapy/cardiac surveillance	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Complications from anesthesia/surgery	GroupA	Anesthesia management	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Complications from anesthesia/surgery	GroupA	Anesthesia management	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Complications from anesthesia/surgery	GroupA	Anesthesia management	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	LMNA	150330	Emery-Dreifuss Muscular Dystrophy (AD, XL)	181350	Released	Complete	Complete	Complete	Morbidity due to disorders of glucose and lipid metabolism associated with partial lipodystrophy	GroupA	Metabolic evaluation	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	EMD	300384	Emery-Dreifuss Muscular Dystrophy (AD, XL)	310300	Released	Complete	Complete	Complete	Morbidity due to disorders of glucose and lipid metabolism associated with partial lipodystrophy	GroupA	Metabolic evaluation	GroupA	2	0D	3	2C	7DC
AC143	/AC143	Thu Jul 13 00:00:00 UTC 2017	Mon, 20 Apr 2020 23:21:59 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC143	1.1.1	Mon, 20 Apr 2020 00:00:00 -0000	FHL1	300163	Emery-Dreifuss Muscular Dystrophy (AD, XL)	300696	Released	Complete	Complete	Complete	Morbidity due to disorders of glucose and lipid metabolism associated with partial lipodystrophy	GroupA	Metabolic evaluation	GroupA	2	0D	3	2C	7DC
AC025	/AC025	Fri Jul 11 00:00:00 UTC 2014	Mon, 21 Jun 2021 20:50:47 -0000	Pak Christine	Adult	https://actionability.clinicalgenome.org/ac/Adult/api/sepio/doc/AC025	2.1.2	Mon, 21 Jun 2021 00:00:00 -0000	PTEN	601728	PTEN Hamartoma Tumor Syndrome - Cowden Syndrome	158350	Released	Complete	Complete	Complete	Morbidity due to breast cancer	GroupA	Surveillance to detect breast tumors and guide treatment	GroupA	2	3C	3	2B	10CB
