# blastn
# Iteration: 0
# Query: Forward_AF013254.1
# RID: XGYK6RVT114
# Database: n/a
# 527 hits found
query acc.ver	subject acc.ver	% identity	alignment length	mismatches	gap opens	q. start	q. end	s. start	s. end	evalue	bit score
Forward_AF013254.1	MZ516121.1	100.000	8	0	0	1	8	11456	11463	780	16.4
Forward_AF013254.1	MZ516120.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516120.1	100.000	8	0	0	4	11	2666	2659	780	16.4
Forward_AF013254.1	MZ516120.1	100.000	8	0	0	4	11	4320	4313	780	16.4
Forward_AF013254.1	MZ516120.1	100.000	8	0	0	3	10	7505	7498	780	16.4
Forward_AF013254.1	MZ516120.1	100.000	8	0	0	1	8	11504	11511	780	16.4
Forward_AF013254.1	MZ516120.1	100.000	8	0	0	4	11	13387	13394	780	16.4
Forward_AF013254.1	MZ516118.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516118.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516118.1	100.000	8	0	0	4	11	13381	13388	780	16.4
Forward_AF013254.1	MZ516117.1	95.000	20	1	0	1	20	1884	1903	0.013	32.2
Forward_AF013254.1	MZ516117.1	100.000	8	0	0	4	11	2664	2657	780	16.4
Forward_AF013254.1	MZ516117.1	100.000	8	0	0	4	11	4318	4311	780	16.4
Forward_AF013254.1	MZ516117.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516117.1	100.000	8	0	0	4	11	13383	13390	780	16.4
Forward_AF013254.1	MZ516116.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516116.1	100.000	8	0	0	11	18	302	295	780	16.4
Forward_AF013254.1	MZ516116.1	100.000	8	0	0	4	11	2666	2659	780	16.4
Forward_AF013254.1	MZ516116.1	100.000	8	0	0	4	11	2853	2860	780	16.4
Forward_AF013254.1	MZ516116.1	100.000	8	0	0	1	8	3369	3376	780	16.4
Forward_AF013254.1	MZ516116.1	100.000	8	0	0	3	10	6330	6337	780	16.4
Forward_AF013254.1	MZ516116.1	100.000	8	0	0	1	8	11501	11508	780	16.4
Forward_AF013254.1	MZ516115.1	95.000	20	1	0	1	20	1841	1860	0.013	32.2
Forward_AF013254.1	MZ516115.1	100.000	8	0	0	11	18	257	250	780	16.4
Forward_AF013254.1	MZ516115.1	100.000	8	0	0	4	11	2621	2614	780	16.4
Forward_AF013254.1	MZ516115.1	100.000	8	0	0	4	11	2808	2815	780	16.4
Forward_AF013254.1	MZ516115.1	100.000	8	0	0	1	8	3324	3331	780	16.4
Forward_AF013254.1	MZ516115.1	100.000	8	0	0	1	8	11373	11380	780	16.4
Forward_AF013254.1	MZ516114.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516114.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516114.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516114.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516114.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516114.1	100.000	8	0	0	3	10	6331	6338	780	16.4
Forward_AF013254.1	MZ516114.1	100.000	8	0	0	1	8	11502	11509	780	16.4
Forward_AF013254.1	MZ516113.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516113.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516113.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516113.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516113.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516113.1	100.000	8	0	0	3	10	6329	6336	780	16.4
Forward_AF013254.1	MZ516113.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516112.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516112.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516112.1	100.000	8	0	0	4	11	13386	13393	780	16.4
Forward_AF013254.1	MZ516111.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516111.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516111.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516110.1	95.000	20	1	0	1	20	1884	1903	0.013	32.2
Forward_AF013254.1	MZ516110.1	100.000	8	0	0	4	11	2663	2656	780	16.4
Forward_AF013254.1	MZ516110.1	100.000	8	0	0	4	11	13383	13390	780	16.4
Forward_AF013254.1	MZ516109.1	95.000	20	1	0	1	20	1841	1860	0.013	32.2
Forward_AF013254.1	MZ516109.1	100.000	8	0	0	11	18	257	250	780	16.4
Forward_AF013254.1	MZ516109.1	100.000	8	0	0	4	11	2621	2614	780	16.4
Forward_AF013254.1	MZ516109.1	100.000	8	0	0	4	11	2808	2815	780	16.4
Forward_AF013254.1	MZ516109.1	100.000	8	0	0	1	8	3324	3331	780	16.4
Forward_AF013254.1	MZ516109.1	100.000	8	0	0	3	10	6286	6293	780	16.4
Forward_AF013254.1	MZ516109.1	100.000	8	0	0	1	8	11457	11464	780	16.4
Forward_AF013254.1	MZ516107.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516107.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516107.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516107.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516107.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516107.1	100.000	8	0	0	3	10	6329	6336	780	16.4
Forward_AF013254.1	MZ516107.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516105.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	12	19	11376	11369	780	16.4
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	3	10	6330	6337	780	16.4
Forward_AF013254.1	MZ516105.1	100.000	8	0	0	1	8	11501	11508	780	16.4
Forward_AF013254.1	MZ516104.1	95.000	20	1	0	1	20	1842	1861	0.013	32.2
Forward_AF013254.1	MZ516104.1	100.000	8	0	0	11	18	258	251	780	16.4
Forward_AF013254.1	MZ516104.1	100.000	8	0	0	4	11	2622	2615	780	16.4
Forward_AF013254.1	MZ516104.1	100.000	8	0	0	4	11	2809	2816	780	16.4
Forward_AF013254.1	MZ516104.1	100.000	8	0	0	1	8	3325	3332	780	16.4
Forward_AF013254.1	MZ516104.1	100.000	8	0	0	1	8	11458	11465	780	16.4
Forward_AF013254.1	MZ516103.1	95.000	20	1	0	1	20	1881	1900	0.013	32.2
Forward_AF013254.1	MZ516103.1	100.000	8	0	0	4	11	2660	2653	780	16.4
Forward_AF013254.1	MZ516103.1	100.000	8	0	0	6	13	7474	7481	780	16.4
Forward_AF013254.1	MZ516103.1	100.000	8	0	0	1	8	11495	11502	780	16.4
Forward_AF013254.1	MZ516103.1	100.000	8	0	0	4	11	13378	13385	780	16.4
Forward_AF013254.1	MZ516101.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516101.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516101.1	100.000	8	0	0	12	19	11375	11368	780	16.4
Forward_AF013254.1	MZ516101.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516101.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516101.1	100.000	8	0	0	3	10	6330	6337	780	16.4
Forward_AF013254.1	MZ516101.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516100.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516100.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516100.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516100.1	100.000	8	0	0	6	13	14884	14891	780	16.4
Forward_AF013254.1	MZ516099.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516099.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516099.1	100.000	8	0	0	6	13	7489	7496	780	16.4
Forward_AF013254.1	MZ516099.1	100.000	8	0	0	1	8	11525	11532	780	16.4
Forward_AF013254.1	MZ516099.1	100.000	8	0	0	4	11	13408	13415	780	16.4
Forward_AF013254.1	MZ516098.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516098.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516098.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516098.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516098.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516098.1	100.000	8	0	0	3	10	6330	6337	780	16.4
Forward_AF013254.1	MZ516098.1	100.000	8	0	0	1	8	11501	11508	780	16.4
Forward_AF013254.1	MZ516097.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516097.1	100.000	8	0	0	4	11	2666	2659	780	16.4
Forward_AF013254.1	MZ516097.1	100.000	8	0	0	4	11	4320	4313	780	16.4
Forward_AF013254.1	MZ516097.1	100.000	8	0	0	1	8	11502	11509	780	16.4
Forward_AF013254.1	MZ516097.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516097.1	100.000	8	0	0	7	14	14885	14892	780	16.4
Forward_AF013254.1	MZ516096.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516096.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516096.1	100.000	8	0	0	4	11	13389	13396	780	16.4
Forward_AF013254.1	MZ516095.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516095.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516095.1	100.000	8	0	0	4	11	2666	2659	780	16.4
Forward_AF013254.1	MZ516095.1	100.000	8	0	0	4	11	2853	2860	780	16.4
Forward_AF013254.1	MZ516095.1	100.000	8	0	0	1	8	3369	3376	780	16.4
Forward_AF013254.1	MZ516095.1	100.000	8	0	0	3	10	6330	6337	780	16.4
Forward_AF013254.1	MZ516095.1	100.000	8	0	0	1	8	11501	11508	780	16.4
Forward_AF013254.1	MZ516094.1	95.000	20	1	0	1	20	1873	1892	0.013	32.2
Forward_AF013254.1	MZ516094.1	100.000	8	0	0	11	18	289	282	780	16.4
Forward_AF013254.1	MZ516094.1	100.000	8	0	0	4	11	2653	2646	780	16.4
Forward_AF013254.1	MZ516094.1	100.000	8	0	0	4	11	2840	2847	780	16.4
Forward_AF013254.1	MZ516094.1	100.000	8	0	0	1	8	3356	3363	780	16.4
Forward_AF013254.1	MZ516094.1	100.000	8	0	0	3	10	6317	6324	780	16.4
Forward_AF013254.1	MZ516094.1	100.000	8	0	0	1	8	11488	11495	780	16.4
Forward_AF013254.1	MZ516093.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516093.1	100.000	9	0	0	3	11	13869	13877	197	18.3
Forward_AF013254.1	MZ516093.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516093.1	100.000	8	0	0	4	11	4316	4309	780	16.4
Forward_AF013254.1	MZ516093.1	100.000	8	0	0	1	8	11497	11504	780	16.4
Forward_AF013254.1	MZ516093.1	100.000	8	0	0	4	11	13380	13387	780	16.4
Forward_AF013254.1	MZ516092.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516092.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516092.1	100.000	8	0	0	4	11	13387	13394	780	16.4
Forward_AF013254.1	MZ516090.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516090.1	100.000	8	0	0	4	11	2666	2659	780	16.4
Forward_AF013254.1	MZ516090.1	100.000	8	0	0	4	11	4320	4313	780	16.4
Forward_AF013254.1	MZ516090.1	100.000	8	0	0	1	8	11502	11509	780	16.4
Forward_AF013254.1	MZ516090.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516089.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516089.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516089.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516089.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516089.1	100.000	8	0	0	1	8	3367	3374	780	16.4
Forward_AF013254.1	MZ516089.1	100.000	8	0	0	3	10	6328	6335	780	16.4
Forward_AF013254.1	MZ516089.1	100.000	8	0	0	1	8	11499	11506	780	16.4
Forward_AF013254.1	MZ516088.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516088.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516088.1	100.000	8	0	0	6	13	7478	7485	780	16.4
Forward_AF013254.1	MZ516088.1	100.000	8	0	0	1	8	11499	11506	780	16.4
Forward_AF013254.1	MZ516088.1	100.000	8	0	0	4	11	13382	13389	780	16.4
Forward_AF013254.1	MZ516086.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516086.1	100.000	9	0	0	3	11	13874	13882	197	18.3
Forward_AF013254.1	MZ516086.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516086.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516085.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516085.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516085.1	100.000	8	0	0	4	11	13381	13388	780	16.4
Forward_AF013254.1	MZ516084.1	95.000	20	1	0	1	20	1841	1860	0.013	32.2
Forward_AF013254.1	MZ516084.1	100.000	8	0	0	11	18	257	250	780	16.4
Forward_AF013254.1	MZ516084.1	100.000	8	0	0	4	11	2621	2614	780	16.4
Forward_AF013254.1	MZ516084.1	100.000	8	0	0	4	11	2808	2815	780	16.4
Forward_AF013254.1	MZ516084.1	100.000	8	0	0	1	8	3323	3330	780	16.4
Forward_AF013254.1	MZ516084.1	100.000	8	0	0	3	10	6284	6291	780	16.4
Forward_AF013254.1	MZ516084.1	100.000	8	0	0	1	8	11464	11471	780	16.4
Forward_AF013254.1	MZ516083.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516083.1	100.000	8	0	0	11	18	299	292	780	16.4
Forward_AF013254.1	MZ516083.1	100.000	8	0	0	4	11	2663	2656	780	16.4
Forward_AF013254.1	MZ516083.1	100.000	8	0	0	4	11	2850	2857	780	16.4
Forward_AF013254.1	MZ516083.1	100.000	8	0	0	1	8	3366	3373	780	16.4
Forward_AF013254.1	MZ516083.1	100.000	8	0	0	3	10	6328	6335	780	16.4
Forward_AF013254.1	MZ516083.1	100.000	8	0	0	1	8	11499	11506	780	16.4
Forward_AF013254.1	MZ516081.1	95.000	20	1	0	1	20	1885	1904	0.013	32.2
Forward_AF013254.1	MZ516081.1	100.000	8	0	0	11	18	301	294	780	16.4
Forward_AF013254.1	MZ516081.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516081.1	100.000	8	0	0	4	11	2852	2859	780	16.4
Forward_AF013254.1	MZ516081.1	100.000	8	0	0	1	8	3368	3375	780	16.4
Forward_AF013254.1	MZ516081.1	100.000	8	0	0	3	10	6329	6336	780	16.4
Forward_AF013254.1	MZ516081.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516080.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516080.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516080.1	100.000	8	0	0	6	13	7481	7488	780	16.4
Forward_AF013254.1	MZ516080.1	100.000	8	0	0	1	8	11502	11509	780	16.4
Forward_AF013254.1	MZ516080.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516079.1	95.000	20	1	0	1	20	1882	1901	0.013	32.2
Forward_AF013254.1	MZ516079.1	100.000	8	0	0	11	18	298	291	780	16.4
Forward_AF013254.1	MZ516079.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516079.1	100.000	8	0	0	4	11	2849	2856	780	16.4
Forward_AF013254.1	MZ516079.1	100.000	8	0	0	1	8	3365	3372	780	16.4
Forward_AF013254.1	MZ516079.1	100.000	8	0	0	3	10	6326	6333	780	16.4
Forward_AF013254.1	MZ516079.1	100.000	8	0	0	1	8	11494	11501	780	16.4
Forward_AF013254.1	MZ516078.1	95.000	20	1	0	1	20	1883	1902	0.013	32.2
Forward_AF013254.1	MZ516078.1	100.000	8	0	0	4	11	2662	2655	780	16.4
Forward_AF013254.1	MZ516078.1	100.000	8	0	0	4	11	2849	2856	780	16.4
Forward_AF013254.1	MZ516078.1	100.000	8	0	0	4	11	13374	13381	780	16.4
Forward_AF013254.1	MZ516076.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516076.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516076.1	100.000	8	0	0	4	11	13387	13394	780	16.4
Forward_AF013254.1	MZ516075.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516075.1	100.000	8	0	0	4	11	2666	2659	780	16.4
Forward_AF013254.1	MZ516075.1	100.000	8	0	0	4	11	4320	4313	780	16.4
Forward_AF013254.1	MZ516075.1	100.000	8	0	0	1	8	11502	11509	780	16.4
Forward_AF013254.1	MZ516075.1	100.000	8	0	0	4	11	13385	13392	780	16.4
Forward_AF013254.1	MZ516074.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516074.1	100.000	9	0	0	3	11	13872	13880	197	18.3
Forward_AF013254.1	MZ516074.1	100.000	8	0	0	4	11	2665	2658	780	16.4
Forward_AF013254.1	MZ516074.1	100.000	8	0	0	4	11	4319	4312	780	16.4
Forward_AF013254.1	MZ516074.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516074.1	100.000	8	0	0	4	11	13383	13390	780	16.4
Forward_AF013254.1	MZ516073.1	95.000	20	1	0	1	20	1886	1905	0.013	32.2
Forward_AF013254.1	MZ516073.1	100.000	8	0	0	4	11	2664	2657	780	16.4
Forward_AF013254.1	MZ516073.1	100.000	8	0	0	4	11	4318	4311	780	16.4
Forward_AF013254.1	MZ516073.1	100.000	8	0	0	1	8	11500	11507	780	16.4
Forward_AF013254.1	MZ516073.1	100.000	8	0	0	4	11	13383	13390	780	16.4
Forward_AF013254.1	MZ516073.1	100.000	8	0	0	7	14	14883	14890	780	16.4


